Trigram,Frekuensi
dwdx perubahan salah,1
perubahan salah satu,1
salah satu komposisi,1
satu komposisi udara,1
komposisi udara dari,1
udara dari keadaan,1
dari keadaan normal,1
keadaan normal phqjdnledwndqwhumdglqdshuxedkdqvxkx,1
normal phqjdnledwndqwhumdglqdshuxedkdqvxkx gdodp,1
phqjdnledwndqwhumdglqdshuxedkdqvxkx gdodp nhklgxsdq,1
gdodp nhklgxsdq pdqxvld,1
nhklgxsdq pdqxvld 3hpedqjxqdq,1
pdqxvld 3hpedqjxqdq wudqvsruwdvl,1
3hpedqjxqdq wudqvsruwdvl dqj,1
wudqvsruwdvl dqj whuxv,1
dqj whuxv glnhpedqjndq,1
whuxv glnhpedqjndq phqxvxo,1
glnhpedqjndq phqxvxo ghqjdq,1
phqxvxo ghqjdq shuplqwddq,1
ghqjdq shuplqwddq pasar,1
shuplqwddq pasar whuqdwd,1
pasar whuqdwd whodk,1
whuqdwd whodk phqgrurqj,1
whodk phqgrurqj whumdglqd,1
phqgrurqj whumdglqd ehqfdqd,1
whumdglqd ehqfdqd shpedqjxqdq,1
ehqfdqd shpedqjxqdq 6ddw,1
shpedqjxqdq 6ddw lql,1
6ddw lql kita,1
lql kita semua,1
kita semua telah,1
semua telah mengetahui,1
telah mengetahui bahwa,1
mengetahui bahwa pengaruh,1
bahwa pengaruh sroxvl,1
pengaruh sroxvl xgdud,1
sroxvl xgdud mxjd,1
xgdud mxjd gdsdw,1
mxjd gdsdw phqhedendq,1
gdsdw phqhedendq shpdqdvdqhihnuxpdkndfd,1
phqhedendq shpdqdvdqhihnuxpdkndfd 5,1
shpdqdvdqhihnuxpdkndfd 5 edndo,1
5 edndo menimbulkan,1
edndo menimbulkan pemanasan,1
menimbulkan pemanasan global,1
pemanasan global atau,1
global atau global,1
atau global warming,1
global warming 6xgudmdg,1
warming 6xgudmdg 7hqwxqd,1
6xgudmdg 7hqwxqd kdo,1
7hqwxqd kdo lql,1
kdo lql harus,1
lql harus merupakan,1
harus merupakan sebuah,1
merupakan sebuah peringatan,1
sebuah peringatan kepada,1
peringatan kepada para,1
kepada para pemilik,1
para pemilik kebijakan,1
pemilik kebijakan industri,1
kebijakan industri dan,1
industri dan kebijakan,1
dan kebijakan transportasi,1
kebijakan transportasi agar,1
transportasi agar melihat,1
agar melihat kepada,1
melihat kepada masalah,1
kepada masalah xgdud,1
masalah xgdud gl,1
xgdud gl vhnlwduqd,1
gl vhnlwduqd 3urvhv,1
vhnlwduqd 3urvhv shpedqjxqdq,1
3urvhv shpedqjxqdq dqj,1
shpedqjxqdq dqj dgd,1
dqj dgd gl,2
dgd gl qgrqhvld,1
gl qgrqhvld gdodp,1
qgrqhvld gdodp nrqwhnv,1
gdodp nrqwhnv wudqvsruwdvl,1
nrqwhnv wudqvsruwdvl whuqdwd,1
wudqvsruwdvl whuqdwd whodk,1
whuqdwd whodk phqlpexondq,1
whodk phqlpexondq ehqfdqdshpedqjxqdqdqjsdgddnkluqd,1
phqlpexondq ehqfdqdshpedqjxqdqdqjsdgddnkluqd bermuara,1
ehqfdqdshpedqjxqdqdqjsdgddnkluqd bermuara menjadi,1
bermuara menjadi permasalahan,1
menjadi permasalahan ekologis,1
permasalahan ekologis nledwqd,1
ekologis nledwqd xgdud,1
nledwqd xgdud vhedjdl,1
xgdud vhedjdl vdodk,1
vhedjdl vdodk vdwxqd,1
vdodk vdwxqd commons,1
vdwxqd commons dqj,1
commons dqj open,1
dqj open access,1
open access menjadi,1
access menjadi ehuedkdd,1
menjadi ehuedkdd edjl,1
ehuedkdd edjl nhvhkdwdq,1
edjl nhvhkdwdq pdqxvld,1
nhvhkdwdq pdqxvld dan,1
pdqxvld dan alam,1
dan alam vhnlwduqd,1
alam vhnlwduqd sumber,1
vhnlwduqd sumber dan,1
sumber dan standar,2
dan standar kesehatan,2
standar kesehatan emisi,2
kesehatan emisi gas,2
gas buang disajikan,1
buang disajikan pada,1
disajikan pada tabel,1
tabel 3 berikut,1
3 berikut tabel,1
berikut tabel 3,1
tabel 3 sumber,1
3 sumber dan,1
gas buang pencemar,1
buang pencemar keterangan,1
pencemar keterangan karbon,1
keterangan karbon monoksida,1
monoksida co standar,1
co standar kesehatan,1
standar kesehatan 10,1
kesehatan 10 mgm3,1
10 mgm3 9,1
mgm3 9 ppm,1
9 ppm oksida,1
ppm oksida sulfur,1
oksida sulfur s0x,1
sulfur s0x standar,1
s0x standar kesehatan,1
standar kesehatan 80,1
kesehatan 80 ugm3,1
80 ugm3 003,1
ugm3 003 ppm,1
003 ppm partikulat,1
ppm partikulat matter,1
partikulat matter standar,1
matter standar kesehatan,1
standar kesehatan 50,1
kesehatan 50 ugm3,1
50 ugm3 selama,1
ugm3 selama 1,1
selama 1 tahun,1
1 tahun 150,1
tahun 150 ugm3,1
150 ugm3 okdida,1
ugm3 okdida nitrogen,1
okdida nitrogen n0x,1
nitrogen n0x standar,1
n0x standar kesehatan,1
standar kesehatan 100,1
kesehatan 100 pgm3,1
100 pgm3 005,1
pgm3 005 ppm,1
005 ppm selama,1
ppm selama 1,2
selama 1 jam,2
1 jam ozon,1
jam ozon 03,1
ozon 03 standar,1
03 standar kesehatan,1
standar kesehatan 235,1
kesehatan 235 ugm3,1
235 ugm3 012,1
ugm3 012 ppm,1
012 ppm selama,1
1 jam c,1
jam c kondisi,1
c kondisi existing,1
kondisi existing pencemaran,1
existing pencemaran udara,1
udara akibat kendaraan,2
akibat kendaraan transportasi,1
kendaraan transportasi dodp,1
transportasi dodp pholkdw,1
dodp pholkdw ndvxv,1
pholkdw ndvxv shqfhpdudq,1
ndvxv shqfhpdudq udara,1
shqfhpdudq udara akibat,1
akibat kendaraan bermotor,1
kendaraan bermotor sebagai,1
bermotor sebagai vxdwx,1
sebagai vxdwx gdpsdn,1
vxdwx gdpsdn dgdodk,1
gdpsdn dgdodk exndq,1
dgdodk exndq vdwxvdwxqd,1
exndq vdwxvdwxqd shqhede,1
vdwxvdwxqd shqhede dqj,1
shqhede dqj glvdodkndq,1
dqj glvdodkndq ndq,1
glvdodkndq ndq whwdsl,1
ndq whwdsl shqjjxqddqqd,1
whwdsl shqjjxqddqqd dqj,1
shqjjxqddqqd dqj wlgdn,1
dqj wlgdn whudwxu,1
wlgdn whudwxu disorder,1
whudwxu disorder dgdodkdqjgdsdwphqlpexondq,1
disorder dgdodkdqjgdsdwphqlpexondq abuse,1
dgdodkdqjgdsdwphqlpexondq abuse bagi,1
abuse bagi lingkungan,1
bagi lingkungan kita,1
lingkungan kita terutama,1
kita terutama udara,1
terutama udara singgungan,1
udara singgungan antara,1
singgungan antara transportasi,1
antara transportasi dan,1
transportasi dan lingkungan,1
dan lingkungan juga,1
lingkungan juga dapat,1
juga dapat diungkapkan,1
dapat diungkapkan lewat,1
diungkapkan lewat masalah,1
lewat masalah perilaku,1
masalah perilaku manusia,1
perilaku manusia terhadap,1
manusia terhadap olqjnxqjdqqd,1
terhadap olqjnxqjdqqd 6xgudmdg,1
olqjnxqjdqqd 6xgudmdg hal,1
6xgudmdg hal tersebut,1
hal tersebut bertolakbelakang,1
tersebut bertolakbelakang mengingat,1
bertolakbelakang mengingat wudqvsruwdvl,1
mengingat wudqvsruwdvl dqj,1
wudqvsruwdvl dqj vhkduxvqd,1
dqj vhkduxvqd phuxsdndq,1
vhkduxvqd phuxsdndq salah,1
phuxsdndq salah satu,1
salah satu perangkat,1
satu perangkat teknologi,1
perangkat teknologi untuk,1
teknologi untuk memudahkan,1
untuk memudahkan manusia,1
memudahkan manusia malahan,1
manusia malahan phqlpexondqgdpsdndqjehuedkddedjl,1
malahan phqlpexondqgdpsdndqjehuedkddedjl nhvhkdwdqpdqxvldgdqolqjnxqjdqqd,1
phqlpexondqgdpsdndqjehuedkddedjl nhvhkdwdqpdqxvldgdqolqjnxqjdqqd 6hodqmxwqd,1
nhvhkdwdqpdqxvldgdqolqjnxqjdqqd 6hodqmxwqd vhfdud,1
6hodqmxwqd vhfdud odqjvxqj,1
vhfdud odqjvxqj kandungankandungan,1
odqjvxqj kandungankandungan timah,1
kandungankandungan timah hitam,1
timah hitam dan,1
hitam dan 630,1
dan 630 gdsdw,1
630 gdsdw phqjjdqjjx,1
gdsdw phqjjdqjjx nhvhkdwdq,1
phqjjdqjjx nhvhkdwdq nlwd,1
nhvhkdwdq nlwd dandwdx,1
nlwd dandwdx phqlpexondq,1
dandwdx phqlpexondq shqdnlwshqdnlw,1
phqlpexondq shqdnlwshqdnlw dqjphpdwlndqdoxdsdndksurgxnvlgdul,1
shqdnlwshqdnlw dqjphpdwlndqdoxdsdndksurgxnvlgdul transportasi,1
dqjphpdwlndqdoxdsdndksurgxnvlgdul transportasi sebagai,1
transportasi sebagai alasan,1
sebagai alasan pembangunan,1
alasan pembangunan teknologi,1
pembangunan teknologi dapat,1
teknologi dapat dijadikan,1
dapat dijadikan alasan,1
dijadikan alasan bagi,1
alasan bagi para,1
bagi para shpexdwnhsxwxvdqhqdwddqlqlodkdqj,1
para shpexdwnhsxwxvdqhqdwddqlqlodkdqj sampai,1
shpexdwnhsxwxvdqhqdwddqlqlodkdqj sampai sekarang,1
sampai sekarang selalu,1
sekarang selalu menjadi,1
selalu menjadi ajang,1
menjadi ajang perdebatan,1
ajang perdebatan terutama,1
perdebatan terutama dalam,1
terutama dalam memahami,1
dalam memahami bagaimana,1
memahami bagaimana mengartikan,1
bagaimana mengartikan sebuah,1
mengartikan sebuah lingkungan,1
sebuah lingkungan dan,1
lingkungan dan teknologi,1
dan teknologi agar,1
teknologi agar dapat,1
agar dapat berdampingan,1
dapat berdampingan wdqsd,1
berdampingan wdqsd dgdqd,1
wdqsd dgdqd edkdd,1
dgdqd edkdd vhuwd,1
edkdd vhuwd wudqvsruwdvl,1
vhuwd wudqvsruwdvl dqjwlgdnwhudwxudisorder,1
wudqvsruwdvl dqjwlgdnwhudwxudisorder 6hedjdl,1
dqjwlgdnwhudwxudisorder 6hedjdl frqwrk,1
6hedjdl frqwrk gl,1
frqwrk gl dnduwd,1
gl dnduwd sumber,1
dnduwd sumber shqfhpdudq,1
sumber shqfhpdudq xgdud,1
shqfhpdudq xgdud dqj,1
xgdud dqj xwdpd,1
dqj xwdpd dgdodk,1
xwdpd dgdodk nhqgduddqehuprwrugdqlqgxvwuldodpkdo,1
dgdodk nhqgduddqehuprwrugdqlqgxvwuldodpkdo ini,1
nhqgduddqehuprwrugdqlqgxvwuldodpkdo ini tehadap,1
ini tehadap beban,1
tehadap beban emisi,1
beban emisi total,1
emisi total kendaraan,1
total kendaraan ehuprwru,1
kendaraan ehuprwru phqxpedqj,1
ehuprwru phqxpedqj vhnlwdu,1
phqxpedqj vhnlwdu shqfhpdu,1
vhnlwdu shqfhpdu rnvlgd,1
shqfhpdu rnvlgd qlwurjhq,1
rnvlgd qlwurjhq 12,1
qlwurjhq 12 shqfhpdu,1
12 shqfhpdu rnvlgd,1
shqfhpdu rnvlgd vxoixu,1
rnvlgd vxoixu 62,1
vxoixu 62 gdq,1
62 gdq shqfhpdu,1
gdq shqfhpdu sduwlnxodw,1
shqfhpdu sduwlnxodw 30,1
sduwlnxodw 30 7dpsdnqd,1
30 7dpsdnqd hplvl,1
7dpsdnqd hplvl jdv,1
hplvl jdv gdq,1
jdv gdq ndqgxqjdqqd,1
gdq ndqgxqjdqqd phqmdgl,1
ndqgxqjdqqd phqmdgl beban,1
phqmdgl beban moral,1
beban moral bagi,1
moral bagi pengguna,1
bagi pengguna transportasi,1
pengguna transportasi gdq,1
transportasi gdq lqgxvwul,1
gdq lqgxvwul wudqvsruwdvl,1
lqgxvwul wudqvsruwdvl 3,1
wudqvsruwdvl 3 dnduwd,1
3 dnduwd 3hupdvdodkdq,1
dnduwd 3hupdvdodkdq vhshuwl,1
3hupdvdodkdq vhshuwl lql,1
vhshuwl lql whodk,1
lql whodk menjadi,1
whodk menjadi fenomena,1
menjadi fenomena pembangunan,1
fenomena pembangunan walau,1
pembangunan walau 245,1
walau 245 jurnal,1
245 jurnal manajemen,1
issn 23554721 shpedqjxqdqwudqvsruwdvldqjlghdodpdw,1
23554721 shpedqjxqdqwudqvsruwdvldqjlghdodpdw glkdudsndq,1
shpedqjxqdqwudqvsruwdvldqjlghdodpdw glkdudsndq rohk,1
glkdudsndq rohk pdvdudndw,1
rohk pdvdudndw qdpxq,1
pdvdudndw qdpxq gdul,1
qdpxq gdul sudut,1
gdul sudut pandang,1
sudut pandang ekologi,1
pandang ekologi dampak,1
ekologi dampak sosial,1
dampak sosial transportasi,1
sosial transportasi dengan,1
transportasi dengan lingkungan,1
dengan lingkungan telah,1
lingkungan telah phqlpexondqghsuhvlwhukdgdspdvdudndw,1
telah phqlpexondqghsuhvlwhukdgdspdvdudndw 6hfdudohelkwhjdvgdsdwglndwdndqxgdud,1
phqlpexondqghsuhvlwhukdgdspdvdudndw 6hfdudohelkwhjdvgdsdwglndwdndqxgdud dqj,1
6hfdudohelkwhjdvgdsdwglndwdndqxgdud dqj whufhpdu,1
dqj whufhpdu dnledw,1
whufhpdu dnledw wudqvsruwdvl,1
dnledw wudqvsruwdvl whodk,1
wudqvsruwdvl whodk menimbulkan,1
whodk menimbulkan tingkat,1
menimbulkan tingkat stress,1
tingkat stress pada,1
stress pada manusia,1
pada manusia dqjphqjdodpljdqjjxdqwhuvhexw,1
manusia dqjphqjdodpljdqjjxdqwhuvhexw dul,1
dqjphqjdodpljdqjjxdqwhuvhexw dul shuvshnwli,1
dul shuvshnwli hnrorjl,1
shuvshnwli hnrorjl shulodnx,1
hnrorjl shulodnx pdqxvld,1
shulodnx pdqxvld dqj,1
pdqxvld dqj ehudgdswdvl,1
dqj ehudgdswdvl ghqjdq,1
ehudgdswdvl ghqjdq survhv,1
ghqjdq survhv akan,1
survhv akan menjadi,1
akan menjadi jenuh,1
menjadi jenuh apabila,1
jenuh apabila adaptasi,1
apabila adaptasi tersebut,1
adaptasi tersebut dilakukan,1
tersebut dilakukan dengan,1
dilakukan dengan terus,1
dengan terus menerus,1
terus menerus atau,1
menerus atau sering,1
atau sering vhklqjjd,1
sering vhklqjjd rudqj,1
vhklqjjd rudqj dqj,1
rudqj dqj gdodp,1
dqj gdodp nhklgxsdq,1
gdodp nhklgxsdq vhkdulkdulqd,1
nhklgxsdq vhkdulkdulqd phqjdodpl,1
vhkdulkdulqd phqjdodpl gangguan,1
phqjdodpl gangguan udara,1
gangguan udara dari,1
udara dari transportasi,1
dari transportasi dan,1
transportasi dan mengalami,1
dan mengalami kejenuhan,1
mengalami kejenuhan dapat,1
kejenuhan dapat menimbulkan,1
dapat menimbulkan stress,1
menimbulkan stress dan,1
stress dan depresi,2
dan depresi kajian,1
depresi kajian ini,1
kajian ini terjadi,1
terjadi pada behaviourqd,1
pada behaviourqd duhqddsddqjdgdswligdqexndq,1
behaviourqd duhqddsddqjdgdswligdqexndq dgdswli,1
duhqddsddqjdgdswligdqexndq dgdswli edjl,1
dgdswli edjl phuhnd,1
edjl phuhnd dgdodk,1
phuhnd dgdodk fhqghuxqj,1
dgdodk fhqghuxqj pada,1
fhqghuxqj pada perubahan,1
pada perubahan perilaku,1
perubahan perilaku kolektif,1
perilaku kolektif dari,1
kolektif dari pdvdudndwqddolqlgdsdwglwxqmxnndq,1
dari pdvdudndwqddolqlgdsdwglwxqmxnndq tingkat,1
pdvdudndwqddolqlgdsdwglwxqmxnndq tingkat stress,1
tingkat stress dan,1
dan depresi penduduk,1
depresi penduduk di,1
penduduk di kota,1
di kota kota,1
kota kota besar,1
kota besar seperti,1
besar seperti jakarta,1
seperti jakarta tergolong,1
jakarta tergolong tinggi,1
tergolong tinggi 0dqxvldvhedjdlidnwrudqjphqhqwxndq,1
tinggi 0dqxvldvhedjdlidnwrudqjphqhqwxndq nhehuodqmxwdqqd,1
0dqxvldvhedjdlidnwrudqjphqhqwxndq nhehuodqmxwdqqd olqjnxqjdq,1
nhehuodqmxwdqqd olqjnxqjdq dqj,1
olqjnxqjdq dqj dgd,1
dgd gl vhnlwduqdphqmdglwlgdnehugddnduhqd,1
gl vhnlwduqdphqmdglwlgdnehugddnduhqd pengrusakan,1
vhnlwduqdphqmdglwlgdnehugddnduhqd pengrusakan lingkungan,1
pengrusakan lingkungan terjadi,1
lingkungan terjadi dan,1
terjadi dan glodnxndqrohkvhjholqwlurudqjdqjwlgdn,1
dan glodnxndqrohkvhjholqwlurudqjdqjwlgdn bertanggungjawab,1
glodnxndqrohkvhjholqwlurudqjdqjwlgdn bertanggungjawab oleh,1
bertanggungjawab oleh sebab,1
sebab itu kejadiankejadian,1
itu kejadiankejadian vhshuwl,1
kejadiankejadian vhshuwl shqfhpdudq,1
vhshuwl shqfhpdudq xgdud,1
shqfhpdudq xgdud sxq,1
xgdud sxq wlgdn,1
sxq wlgdn whuklqgdundq,1
wlgdn whuklqgdundq xndq,1
whuklqgdundq xndq kdqd,1
xndq kdqd lwx,1
kdqd lwx whuqdwd,1
lwx whuqdwd shupdvdodkdq,1
whuqdwd shupdvdodkdq hnrorjl,1
shupdvdodkdq hnrorjl dqj,1
hnrorjl dqj whumdgl,1
dqj whumdgl dnledw,1
whumdgl dnledw transportasi,1
dnledw transportasi ini,1
transportasi ini juga,1
juga menjadi permasalahan,1
menjadi permasalahan svlnrorjlv,1
permasalahan svlnrorjlv dqj,1
svlnrorjlv dqj dgd,1
dqj dgd sdgd,1
dgd sdgd pdvdudndw,1
sdgd pdvdudndw xuedq6hpdnlqwlqjjlwlqjndwshqfhpdudq,1
pdvdudndw xuedq6hpdnlqwlqjjlwlqjndwshqfhpdudq xgdudpdndnhfhqghuxqjdqwlqjndwvwuhvv,1
xuedq6hpdnlqwlqjjlwlqjndwshqfhpdudq xgdudpdndnhfhqghuxqjdqwlqjndwvwuhvv pun,1
xgdudpdndnhfhqghuxqjdqwlqjndwvwuhvv pun akan,1
pun akan semakin,1
akan semakin tinggi,2
tinggi pula helmdndq,1
pula helmdndq wudqvsruwdvl,1
helmdndq wudqvsruwdvl dqj,1
wudqvsruwdvl dqj berhubungan,1
dqj berhubungan dengan,1
berhubungan dengan lingkungan,1
dengan lingkungan atau,1
lingkungan atau transportation,1
atau transportation environment,1
transportation environment adalah,1
environment adalah phuxsdndq,1
adalah phuxsdndq vxdwx,1
phuxsdndq vxdwx shqhede,1
vxdwx shqhede pxqfxoqd,1
shqhede pxqfxoqd gdpsdn,1
pxqfxoqd gdpsdn vrvldo,1
gdpsdn vrvldo uwlqd,1
vrvldo uwlqd gdpsdn,1
uwlqd gdpsdn vrvldo,1
gdpsdn vrvldo dqj,1
vrvldo dqj glpdnvxg,1
dqj glpdnvxg dgdodk,1
glpdnvxg dgdodk wudqvsruwdvl,1
dgdodk wudqvsruwdvl dqj,1
wudqvsruwdvl dqj tidak,1
dqj tidak teratur,1
tidak teratur disorder,1
teratur disorder dqj,1
disorder dqj nhpxgldq,1
dqj nhpxgldq mengganggu,1
nhpxgldq mengganggu kehidupan,1
kehidupan manusia 3dgd,1
manusia 3dgd vddw,1
3dgd vddw lql,1
vddw lql wudqvsruwdvl,1
lql wudqvsruwdvl vhodox,1
wudqvsruwdvl vhodox glmdglndq,1
vhodox glmdglndq dodvdq,1
glmdglndq dodvdq xwdpd,1
dodvdq xwdpd edjl,1
xwdpd edjl shqfhpdudq,1
edjl shqfhpdudq nrwd,1
shqfhpdudq nrwd hedqdndq,1
nrwd hedqdndq rudqj,1
hedqdndq rudqj ehudqjjdsdq,1
rudqj ehudqjjdsdq shqfhpdudq,1
ehudqjjdsdq shqfhpdudq nrwd,1
shqfhpdudq nrwd dqj,1
nrwd dqj phuxvdn,1
dqj phuxvdn xgdud,1
phuxvdn xgdud gl,1
xgdud gl sekitar,1
gl sekitar kita,1
sekitar kita adalah,1
kita adalah merupakan,1
merupakan suatu akibat,1
suatu akibat dari,1
akibat dari kelalaian,1
dari kelalaian pemerintah,1
kelalaian pemerintah dan,1
pemerintah dan produsen,1
dan produsen dqj,1
produsen dqj phqghvdlq,1
dqj phqghvdlq nhqgduddq,1
phqghvdlq nhqgduddq ehuprwruqd,1
nhqgduddq ehuprwruqd wlgdn,1
ehuprwruqd wlgdn vhvxdl,1
wlgdn vhvxdl ghqjdq,1
vhvxdl ghqjdq shudwxudq,1
ghqjdq shudwxudq dqj,1
shudwxudq dqj whodk,1
dqj whodk glwhwdsndq,1
whodk glwhwdsndq nledwqd,1
glwhwdsndq nledwqd gdhudk,1
nledwqd gdhudk shunrwddq,1
gdhudk shunrwddq dianggap,1
shunrwddq dianggap merupakan,1
dianggap merupakan salah,1
satu sumber xwdpd,1
sumber xwdpd shqfhpdudq,1
xwdpd shqfhpdudq xgdud,1
shqfhpdudq xgdud gdq,1
xgdud gdq phphjdqj,1
gdq phphjdqj shudqdqdqjvdqjdwehvdugdodppdvdodk,1
phphjdqj shudqdqdqjvdqjdwehvdugdodppdvdodk shqfhpdudqxgdud,1
shudqdqdqjvdqjdwehvdugdodppdvdodk shqfhpdudqxgdud 3dgdxpxpqdgdulehuedjdlvhnwru,1
shqfhpdudqxgdud 3dgdxpxpqdgdulehuedjdlvhnwru dqj,1
3dgdxpxpqdgdulehuedjdlvhnwru dqj srwhqvldo,1
dqj srwhqvldo gdodp,1
srwhqvldo gdodp phqfhpdul,1
gdodp phqfhpdul xgdud,1
phqfhpdul xgdud maka,1
xgdud maka sektor,1
maka sektor transportasi,1
sektor transportasi memegang,1
transportasi memegang shudqdqjvdqjdwehvdugledqglqjghqjdq,1
memegang shudqdqjvdqjdwehvdugledqglqjghqjdq vhnwru,1
shudqdqjvdqjdwehvdugledqglqjghqjdq vhnwru dqj,1
vhnwru dqj odlqqd,1
dqj odlqqd l,1
odlqqd l nrwdnrwd,1
l nrwdnrwd ehvdu,1
nrwdnrwd ehvdu kontribusi,1
ehvdu kontribusi gas,1
kontribusi gas buang,1
kendaraan bermotor vhedjdl,1
bermotor vhedjdl vxpehu,1
vhedjdl vxpehu sroxvl,1
vxpehu sroxvl xgdud,1
sroxvl xgdud phqfdsdl,1
xgdud phqfdsdl vhphqwdud,1
phqfdsdl vhphqwdud nrqwulexvl,1
vhphqwdud nrqwulexvl jdv,1
nrqwulexvl jdv exdqj,1
jdv exdqj gdulfhurerqjdvdslqgxvwulkdqdehunlvdu,1
exdqj gdulfhurerqjdvdslqgxvwulkdqdehunlvdu gdq,1
gdulfhurerqjdvdslqgxvwulkdqdehunlvdu gdq vlvdqd,1
gdq vlvdqd ehudvdo,1
vlvdqd ehudvdo gdul,1
ehudvdo gdul vxpehu,1
gdul vxpehu shpedndudqodlq,1
vxpehu shpedndudqodlq plvdoqduxpdkwdqjjd,1
shpedndudqodlq plvdoqduxpdkwdqjjd pembakaran,1
plvdoqduxpdkwdqjjd pembakaran sampah,1
pembakaran sampah kebakaran,1
sampah kebakaran hutan,1
kebakaran hutan dan,1
hutan dan odlqodlq,1
dan odlqodlq 3dnduwd,1
odlqodlq 3dnduwd dul,1
3dnduwd dul xudlddq,1
dul xudlddq gl,1
xudlddq gl dwdv,1
gl dwdv pdnd,1
dwdv pdnd wdpsdn,1
pdnd wdpsdn ghqjdqmhodvehehudsdidnwrushqwlqjdqj,1
wdpsdn ghqjdqmhodvehehudsdidnwrushqwlqjdqj phqhedendqgrplqdqqdshqjduxkvhnwru,1
ghqjdqmhodvehehudsdidnwrushqwlqjdqj phqhedendqgrplqdqqdshqjduxkvhnwru wudqvsruwdvl,1
phqhedendqgrplqdqqdshqjduxkvhnwru wudqvsruwdvl whukdgds,1
wudqvsruwdvl whukdgds shqfhpdudq,1
whukdgds shqfhpdudq xgdud,1
shqfhpdudq xgdud shunrwddqglqgrqhvlddqwdudodlq,1
xgdud shunrwddqglqgrqhvlddqwdudodlq a,1
shunrwddqglqgrqhvlddqwdudodlq a 3hunhpedqjdq,1
a 3hunhpedqjdq mxpodk,1
3hunhpedqjdq mxpodk nhqgduddq,1
nhqgduddq dqj fhsdw,1
dqj fhsdw hnvsrqhqvldo,1
fhsdw hnvsrqhqvldo b,1
hnvsrqhqvldo b 7lgdn,1
b 7lgdn vhlpedqjqd,1
7lgdn vhlpedqjqd sudvdudqd,1
vhlpedqjqd sudvdudqd transportasi,1
sudvdudqd transportasi dengan,1
transportasi dengan jumlah,1
dengan jumlah kendaraan,1
jumlah kendaraan dqjdgd,1
kendaraan dqjdgd f,1
dqjdgd f 3rod,1
f 3rod odox,1
3rod odox olqwdv,1
odox olqwdv shunrwddq,1
olqwdv shunrwddq dqj,1
shunrwddq dqj ehurulhqwdvlphpxvdwdnledwwhusxvdwqd,1
dqj ehurulhqwdvlphpxvdwdnledwwhusxvdwqd kegiatankegiatan,1
ehurulhqwdvlphpxvdwdnledwwhusxvdwqd kegiatankegiatan perekonomian,1
kegiatankegiatan perekonomian dan,1
perekonomian dan perkantoran,1
dan perkantoran d,1
perkantoran d masalah,1
d masalah turunan,1
masalah turunan akibat,1
turunan akibat pelaksanaan,1
akibat pelaksanaan nhelmdndqshqjhpedqjdqnrwddqjdgd,1
pelaksanaan nhelmdndqshqjhpedqjdqnrwddqjdgd plvdoqdgdhudkshpxnlpdqshqgxgxn,1
nhelmdndqshqjhpedqjdqnrwddqjdgd plvdoqdgdhudkshpxnlpdqshqgxgxn dqjvhpdnlqphqmdxklsxvdwnrwd,1
plvdoqdgdhudkshpxnlpdqshqgxgxn dqjvhpdnlqphqmdxklsxvdwnrwd 246,1
dqjvhpdnlqphqmdxklsxvdwnrwd 246 jurnal,1
246 jurnal manajemen,1
issn 23554721 e,1
23554721 e kesamaan,1
e kesamaan waktu,1
kesamaan waktu aliran,1
waktu aliran lalu,1
aliran lalu lintas,1
lalu lintas f,1
lintas f jenis,1
f jenis umur,1
jenis umur dan,1
umur dan karakteristik,1
dan karakteristik kendaraan,1
karakteristik kendaraan bermotor,1
kendaraan bermotor g,1
bermotor g faktor,1
g faktor perawatan,1
faktor perawatan kendaraan,1
perawatan kendaraan h,1
kendaraan h hqlvedkdqedndudqjgljxqdndq,1
h hqlvedkdqedndudqjgljxqdndq i,1
hqlvedkdqedndudqjgljxqdndq i jenis,1
i jenis permukaan,1
jenis permukaan jalan,1
permukaan jalan j,1
jalan j siklus,1
j siklus dan,1
siklus dan pola,1
dan pola mengemudi,1
pola mengemudi driving,1
mengemudi driving pattern,1
driving pattern l,1
pattern l vdpslqj,1
l vdpslqj idnwruidnwru,1
vdpslqj idnwruidnwru dqj,1
idnwruidnwru dqj menentukan,1
dqj menentukan intensitas,1
menentukan intensitas emisi,1
intensitas emisi gas,1
gas buang vxpehushqfhpdudqxgdudwhuvhexwidnwru,1
buang vxpehushqfhpdudqxgdudwhuvhexwidnwru shqwlqj,1
vxpehushqfhpdudqxgdudwhuvhexwidnwru shqwlqj odlqqd,1
shqwlqj odlqqd dgdodk,1
odlqqd dgdodk idnwru,1
dgdodk idnwru srwhqvl,1
idnwru srwhqvl dispersi,1
srwhqvl dispersi atmosfer,1
dispersi atmosfer daerah,1
atmosfer daerah perkotaan,1
daerah perkotaan akan,1
perkotaan akan sangat,1
akan sangat tergantung,1
sangat tergantung kepada,1
tergantung kepada kondisi,1
kepada kondisi dan,1
kondisi dan shulodnx,1
dan shulodnx phwhrurorjl,1
shulodnx phwhrurorjl 3dgdkdo,1
phwhrurorjl 3dgdkdo vhnwru,1
3dgdkdo vhnwru wudqvsruwdvl,1
vhnwru wudqvsruwdvl phpsxqdl,1
wudqvsruwdvl phpsxqdl nhwhujdqwxqjdq,1
phpsxqdl nhwhujdqwxqjdq dqj,1
nhwhujdqwxqjdq dqj wlqjjl,1
dqj wlqjjl whukdgds,1
wlqjjl whukdgds vxpehu,1
whukdgds vxpehu hqhujl,1
vxpehu hqhujl dqj,1
hqhujl dqj berdampak,1
dqj berdampak terhadap,1
